MaxTemp,MinPressure,MaxVibration,MinWear,Label
180,2.5,0.194112191940756,99.9,0
180,2.5,0.154280463660725,99.9,0
180,2.5,0.175402029104767,99.9,0
180,2.5,0.195536167537592,99.9,0
180,2.5,0.151870295732959,99.9,0
180,2.5,0.185325080460711,99.9,0
180,2.5,0.16000724861539,99.9,0
180,2.5,0.167261935809943,99.9,0
180,2.5,0.200961801428751,99.9,0
180,2.5,0.174718967805472,99.9,0
180,2.5,0.164088925723982,99.9,0
180,2.5,0.144499710993221,99.9,0
180,2.5,0.153715863030963,99.9,0
180,2.5,0.158969682954762,99.9,0
180,2.5,0.182286316529338,99.9,0
180,2.5,0.155546605879952,99.9,0
180,2.5,0.200669665115149,99.9,0
180,2.5,0.186221321999966,99.9,0
180,2.5,0.197261664444393,99.9,0
180,2.5,0.195205302534897,99.9,0
180,2.5,0.166187277571044,99.9,0
180,2.5,0.169932067128086,99.9,0
180,2.5,0.192238047175289,99.9,0
180,2.5,0.160639530190935,99.9,0
180,2.5,0.181078508267735,99.9,0
180,2.5,0.170250127563903,99.9,0
180,2.5,0.176023103828525,99.9,0
180,2.5,0.167897219287398,99.9,0
180,2.5,0.179082575515197,99.9,0
180,2.5,0.172535427683806,99.9,0
180,2.5,0.160291405385117,99.9,0
180,2.5,0.223507979296618,99.9,0
180,2.5,0.159178226621175,99.9,0
180,2.5,0.153261023829341,99.9,0
180,2.5,0.165946673024839,99.9,0
180,2.5,0.154290574373661,99.9,0
180,2.5,0.177494526305141,99.9,0
180,2.5,0.138762090352715,99.9,0
180,2.5,0.183848162102055,99.9,0
180,2.5,0.157648052966551,99.9,0
180,2.5,0.209497304888615,99.9,0
180,2.5,0.164392506259518,99.9,0
180,2.5,0.205451268084917,99.9,0
180,2.5,0.16261044635785,99.9,0
180,2.5,0.146545195356033,99.9,0
180,2.5,0.18004741468273,99.9,0
180,2.5,0.176858985139888,99.9,0
180,2.5,0.182525565294431,99.9,0
180,2.5,0.184465401439613,99.9,0
180,2.5,0.192686327612653,99.9,0
180,2.5,0.166419446424599,99.9,0
180,2.5,0.164747293875431,99.9,0
180,2.5,0.177331300837441,99.9,0
180,2.5,0.163828430009963,99.9,0
180,2.5,0.165731203320465,99.9,0
180,2.5,0.183419496532401,99.9,0
180,2.5,0.139047385713407,99.9,0
180,2.5,0.200748955596276,99.9,0
180,2.5,0.187881224128632,99.9,0
180,2.5,0.183616455395712,99.9,0
180,2.5,0.162491331975751,99.9,0
180,2.5,0.171799348207083,99.9,0
180,2.5,0.183951772955235,99.9,0
180,2.5,0.176352679379761,99.9,0
180,2.5,0.179356794094697,99.9,0
180,2.5,0.16452970792182,99.9,0
180,2.5,0.175843536534625,99.9,0
180,2.5,0.190685839355697,99.9,0
180,2.5,0.190740567232788,99.9,0
180,2.5,0.225974716246159,99.9,0
180,2.5,0.157244133114545,99.9,0
180,2.5,0.204671101966157,99.9,0
180,2.5,0.174555123736176,99.9,0
180,2.5,0.159627302268534,99.9,0
180,2.5,0.182618381295431,99.9,0
180,2.5,0.158742921720025,99.9,0
180,2.5,0.211441884647961,99.9,0
180,2.5,0.167102507453987,99.9,0
180,2.5,0.184314428598738,99.9,0
180,2.5,0.152358737111831,99.9,0
180,2.5,0.175362226080047,99.9,0
180,2.5,0.192059032261024,99.9,0
180,2.5,0.161259357813717,99.9,0
180,2.5,0.200794168817953,99.9,0
180,2.5,0.152323573932749,99.9,0
180,2.5,0.16276661757385,99.9,0
180,2.5,0.152676091195582,99.9,0
180,2.5,0.156698929878742,99.9,0
180,2.5,0.184071873644148,99.9,0
180,2.5,0.187741677563462,99.9,0
180,2.5,0.173163251062865,99.9,0
180,2.5,0.178006534614323,99.9,0
180,2.5,0.169846583924804,99.9,0
180,2.5,0.165328053676311,99.9,0
180,2.5,0.182619162007292,99.9,0
180,2.5,0.156761502100102,99.9,0
180,2.5,0.203693441837527,99.9,0
180,2.5,0.169929462062847,99.9,0
180,2.5,0.184148617983877,99.9,0
180,2.5,0.188496486194657,99.9,0
180,2.5,0.168985917682031,99.9,0
180,2.5,0.151376863445935,99.9,0
180,2.5,0.15463014402259,99.9,0
180,2.5,0.173578667721632,99.9,0
180,2.5,0.18283741248562,99.9,0
180,2.5,0.154683141615008,99.9,0
180,2.5,0.179664091562371,99.9,0
180,2.5,0.147212155992219,99.9,0
180,2.5,0.197217468726334,99.9,0
180,2.5,0.188786338132784,99.9,0
180,2.5,0.157538134355579,99.9,0
180,2.5,0.155237401441168,99.9,0
180,2.5,0.144593942995601,99.9,0
180,2.5,0.149106226276687,99.9,0
180,2.5,0.150819233820339,99.9,0
180,2.5,0.150499990528977,99.9,0
180,2.5,0.174668286369252,99.9,0
180,2.5,0.174215861696708,99.9,0
180,2.5,0.174131499082536,99.9,0
180,2.5,0.172658028694314,99.9,0
180,2.5,0.160193347550608,99.9,0
180,2.5,0.168828621866919,99.9,0
180,2.5,0.174242785645531,99.9,0
180,2.5,0.16666620169397,99.9,0
180,2.5,0.173695241133669,99.9,0
180,2.5,0.164842046226463,99.9,0
180,2.5,0.216198197264045,99.9,0
180,2.5,0.199470906774004,99.9,0
180,2.5,0.205722202848746,99.9,0
180,2.5,0.219961447030234,99.9,0
180,2.5,0.159660911002159,99.9,0
180,2.5,0.200288030363278,99.9,0
180,2.5,0.142697927359529,99.9,0
180,2.5,0.189958404336568,99.9,0
180,2.5,0.215879467270608,99.9,0
180,2.5,0.185366576341316,99.9,0
180,2.5,0.179275528822099,99.9,0
180,2.5,0.174606910800027,99.9,0
180,2.5,0.163253688534139,99.9,0
180,2.5,0.197009455253166,99.9,0
180,2.5,0.215191278667715,99.9,0
180,2.5,0.201698678176494,99.9,0
180,2.5,0.154870754394632,99.9,0
180,2.5,0.197601608552249,99.9,0
180,2.5,0.174164106340339,99.9,0
180,2.5,0.167781123978186,99.9,0
180,2.5,0.153966235728514,99.9,0
180,2.5,0.195140373461805,99.9,0
180,2.5,0.185456521982998,99.9,0
180,2.5,0.200660503201672,99.9,0
180,2.5,0.17878105085471,99.9,0
180,2.5,0.161436902233414,99.9,0
180,2.5,0.174041410349797,99.9,0
180,2.5,0.198987951054013,99.9,0
180,2.5,0.17405388625656,99.9,0
180,2.5,0.178763299221565,99.9,0
180,2.5,0.14022338790885,99.9,0
180,2.5,0.163596404904848,99.9,0
180,2.5,0.223720661583881,99.9,0
180,2.5,0.188289426146446,99.9,0
180,2.5,0.143851746023404,99.9,0
180,2.5,0.17323045871532,99.9,0
180,2.5,0.182148553172872,99.9,0
180,2.5,0.160930396316627,99.9,0
180,2.5,0.201672228254411,99.9,0
180,2.5,0.18462088139966,99.9,0
180,2.5,0.167184796346252,99.9,0
180,2.5,0.180461258034503,99.9,0
180,2.5,0.155263443173365,99.9,0
180,2.5,0.164473122505888,99.9,0
180,2.5,0.167667808053739,99.9,0
180,2.5,0.187612944179044,99.9,0
180,2.5,0.156364090890012,99.9,0
180,2.5,0.177996761428676,99.9,0
180,2.5,0.166675555768427,99.9,0
180,2.5,0.176127993891547,99.9,0
180,2.5,0.161075777759921,99.9,0
180,2.5,0.192923786917455,99.9,0
180,2.5,0.16014460839388,99.9,0
180,2.5,0.184223203276206,99.9,0
180,2.5,0.176096956342668,99.9,0
180,2.5,0.193735399279902,99.9,0
180,2.5,0.22055931079225,99.9,0
180,2.5,0.183081913420438,99.9,0
180,2.5,0.174256245328524,99.9,0
180,2.5,0.163727907956624,99.9,0
180,2.5,0.217216039463983,99.9,0
180,2.5,0.163470354651116,99.9,0
180,2.5,0.156802315809401,99.9,0
180,2.5,0.170087856127705,99.9,0
180,2.5,0.187437064305637,99.9,0
180,2.5,0.181286242769457,99.9,0
180,2.5,0.176423382707726,99.9,0
180,2.5,0.153023295370363,99.9,0
180,2.5,0.169398346212979,99.9,0
180,2.5,0.226936940251607,99.9,0
180,2.5,0.14991939833092,99.9,0
180,2.5,0.166848050636507,99.9,0
180,2.5,0.200189201657073,99.9,0
180,2.5,0.149836639232802,99.9,0
180,2.5,0.178070201256575,99.9,0
180,2.5,0.170169360650016,99.9,0
180,2.5,0.15843144910357,99.9,0
180,2.5,0.17428697006356,99.9,0
180,2.5,0.18253499388167,99.9,0
180,2.5,0.142925962537745,99.9,0
180,2.5,0.173290444647586,99.9,0
180,2.5,0.189294919399845,99.9,0
180,2.5,0.149088970495847,99.9,0
180,2.5,0.164098409924937,99.9,0
180,2.5,0.204477919924982,99.9,0
180,2.5,0.222151635496195,99.9,0
180,2.5,0.162872735343178,99.9,0
180,2.5,0.18680004219716,99.9,0
180,2.5,0.172897371451932,99.9,0
180,2.5,0.15994723242861,99.9,0
180,2.5,0.168649758712857,99.9,0
180,2.5,0.180454894962352,99.9,0
180,2.5,0.190683625645914,99.9,0
180,2.5,0.165927812656356,99.9,0
180,2.5,0.163240789639355,99.9,0
180,2.5,0.188407153453801,99.9,0
180,2.5,0.173700685859772,99.9,0
180,2.5,0.171270013391664,99.9,0
180,2.5,0.174497022638961,99.9,0
180,2.5,0.146820674879181,99.9,0
180,2.5,0.174079379408817,99.9,0
180,2.5,0.221883735873179,99.9,0
180,2.5,0.169861903084216,99.9,0
180,2.5,0.168846562635339,99.9,0
180,2.5,0.183669448658599,99.9,0
180,2.5,0.216334407783232,99.9,0
180,2.5,0.185222809071083,99.9,0
180,2.5,0.176011403199599,99.9,0
180,2.5,0.184152815445704,99.9,0
180,2.5,0.184130014314302,99.9,0
180,2.5,0.20870865440753,99.9,0
180,2.5,0.178494035175173,99.9,0
180,2.5,0.140515378852772,99.9,0
180,2.5,0.194556440018946,99.9,0
180,2.5,0.188461308375353,99.9,0
180,2.5,0.18054724998209,99.9,0
180,2.5,0.170150754167791,99.9,0
180,2.5,0.161954222409501,99.9,0
180,2.5,0.168639960710833,99.9,0
180,2.5,0.209232390633887,99.9,0
180,2.5,0.158105849876121,99.9,0
180,2.5,0.172683182349099,99.9,0
180,2.5,0.206411305348686,99.9,0
180,2.5,0.166528621341658,99.9,0
180,2.5,0.187101068389211,99.9,0
180,2.5,0.17525396382222,99.9,0
180,2.5,0.157404468118056,99.9,0
180,2.5,0.179275245187243,99.9,0
180,2.5,0.153819121340771,99.9,0
180,2.5,0.165812025997115,99.9,0
180,2.5,0.170679354636344,99.9,0
180,2.5,0.16213016418935,99.9,0
180,2.5,0.18917580120237,99.9,0
180,2.5,0.160169510796498,99.9,0
180,2.5,0.174937791016317,99.9,0
180,2.5,0.176502116636348,99.9,0
180,2.5,0.187187447651769,99.9,0
180,2.5,0.150944349469652,99.9,0
180,2.5,0.170150343469467,99.9,0
180,2.5,0.179511742635704,99.9,0
180,2.5,0.162885322081301,99.9,0
180,2.5,0.15217985729528,99.9,0
180,2.5,0.186520729588395,99.9,0
180,2.5,0.211901863903687,99.9,0
180,2.5,0.159475140855611,99.9,0
180,2.5,0.18401329145596,99.9,0
180,2.5,0.171683753531115,99.9,0
180,2.5,0.171255891233309,99.9,0
180,2.5,0.17957216406385,99.9,0
180,2.5,0.168519585627271,99.9,0
180,2.5,0.185566334568155,99.9,0
180,2.5,0.258661627579724,99.9,0
180,2.5,0.159271589552549,99.9,0
180,2.5,0.186600629970654,99.9,0
180,2.5,0.162415008040686,99.9,0
180,2.5,0.170871339561554,99.9,0
180,2.5,0.144591003277841,99.9,0
180,2.5,0.166691057282875,99.9,0
180,2.5,0.170697990084383,99.9,0
180,2.5,0.160070364643648,99.9,0
180,2.5,0.16403671557606,99.9,0
180,2.5,0.167390743205277,99.9,0
180,2.5,0.138138627309154,99.9,0
180,2.5,0.157161107949659,99.9,0
180,2.5,0.173696734783517,99.9,0
180,2.5,0.186719669901403,99.9,0
180,2.5,0.157367975645755,99.9,0
180,2.5,0.12997551754761,99.9,0
180,2.5,0.154521651515294,99.9,0
180,2.5,0.126800622211373,99.9,0
180,2.5,0.160018782350902,99.9,0
180,2.5,0.16467054471696,99.9,0
180,2.5,0.224956812324995,99.9,0
180,2.5,0.154507373650034,99.9,0
180,2.5,0.171386954613075,99.9,0
180,2.5,0.202555074577348,99.9,0
180,2.5,0.189086596366114,99.9,0
180,2.5,0.159357461942278,99.9,0
180,2.5,0.180260890517659,99.9,0
180,2.5,0.176658844555452,99.9,0
180,2.5,0.207055389578949,99.9,0
180,2.5,0.170826858992629,99.9,0
